score,file,rewrite_prompt
0.02645066,./gpt_bigram.csv,Rewrite the text model's entry to inject humor and transform it into a love letter.
0.026460122,./gpt_bigram.csv,"Rewrite the essay celebrating the glory of London, focusing on its history and significance."
0.026465086,./gpt_bigram.csv,Edit it firmly.
0.02647681,./gpt_bigram.csv,Please reframe the text to make it appear as if the gryphon is being saluted.
0.026479077,./gpt_bigram.csv,Revise this as a teacher's advice.
0.026485242,./gpt_bigram.csv,Transform the text to convey deeper layers as soon as possible today.
0.026485909,./gpt_bigram.csv,"Transform this into an internal audit report from a character in a life, revise the colors and remove the cynical tone, update the previous versions not revisited on Earth."
0.02649195,./gpt_bigram.csv,"Revamp the text into a poem inspired by ""The Souls of Black Folk"" by W.E.B. Du Bois."
0.026497507,./gpt_bigram.csv,Edit this document to remove the childish elements.
0.026511198,./gpt_bigram.csv,Edit it to a new color.
0.026512355,./gpt_bigram.csv,Edit a speech by C.
0.026516525,./gpt_bigram.csv,"Please, edit this prompt: ""Rewrite the following sentence to make it less wordy: 'In my opinion, I believe that the current situation necessitates immediate action.'"""
0.026517479,./gpt_bigram.csv,"Improve the tone of the essay by incorporating a sense of fear, transforming it into a young princess's diary entry."
0.02658966,./gpt_bigram.csv,Edit it as Bingley observed.
0.026591603,./gpt_bigram.csv,Revitalize the text by rephrasing the meditation on twilight commonly practiced by Westerners.
0.026594851,./gpt_bigram.csv,Rewrite this from a raw perspective!
0.026597181,./gpt_bigram.csv,"Rewrite this explanation to be longer, more engaging, and updated for the year 2022."
0.026603471,./gpt_bigram.csv,"""Make the sentences simpler in response to the crisis."""
0.026608313,./gpt_bigram.csv,Revise a character's dialogue to express exhaustion.
0.026611561,./gpt_bigram.csv,Upgrade this as if it were a dialogue between the waves of the opposite shore.
0.02661472,./gpt_bigram.csv,Can you please rephrase this text by focusing on England's less prominent aspects?
0.026616009,./gpt_bigram.csv,Please rewrite this essay to focus on Pondicherry.
0.026680272,./gpt_bigram.csv,Revitalize the paragraph my grandfather wrote about the majestic fantasy realm without altering its essence.
0.026691373,./gpt_bigram.csv,Edit a parody of sophisticated vocabulary.
0.026692,./gpt_bigram.csv,Revise the essay to reflect that the neighborhood was attentive.
0.02669908,./gpt_bigram.csv,A declaration to be synthesized should be edited.
0.026710363,./gpt_bigram.csv,Enhance a dialogue for me.
0.026727192,./gpt_bigram.csv,Revise this message to: Provide guidance from the Project Gutenberg Literary Archive Foundation about the lesson in monologues from the Southern Ports.
0.026733998,./gpt_bigram.csv,"Rewrite the story into a concise format that is easily understandable by all readers, emphasizing the key points we want to convey about India."
0.026741832,./gpt_bigram.csv,"Revise this as: ""Rewrite the text to describe a shadowy terrace overlooking the hills."""
0.026750285,./gpt_bigram.csv,Revise a dialogue within the context of the rearranged plot of the garden.
0.026753405,./gpt_bigram.csv,Transform this into an epic poem without altering the original text too much.
0.026758129,./gpt_bigram.csv,Upgrade this by using formal language and mention the gun and beautiful vine.
0.026783742,./gpt_bigram.csv,Rewrite the text to highlight his greatness.
0.026787618,./gpt_bigram.csv,Rewrite the initial confrontation for better clarity and poetic flow.
0.026799643,./gpt_bigram.csv,Rephrase this passage to create a realistic description of whiskey.
0.02680198,./gpt_bigram.csv,Edit slightly.
0.02681331,./gpt_bigram.csv,"Please rephrase a lively carnival barker's pitch for a ""banco"" or metaphorically rewrite the text as silk."
0.026813323,./gpt_bigram.csv,Rewrite the essay about the rap battle hymn to provide guidance and wisdom for a mentor.
0.026823452,./gpt_bigram.csv,Revise the perspective.
0.026828215,./gpt_bigram.csv,Reformulate this as if it were purring.
0.026841996,./gpt_bigram.csv,Edit these points for clarity.
0.02685436,./gpt_bigram.csv,Revise this as if it had a bee in his lines.
0.026883917,./gpt_bigram.csv,Revamp this text so we do not lose the agile prince into a mere shrug.
0.026891436,./gpt_bigram.csv,Rewrite this in a superficial manner.
0.02689462,./gpt_bigram.csv,Rewrite the essay as a historical document with advanced technology for grandparents to understand and appreciate.
0.026897145,./gpt_bigram.csv,Rewrite the formal business travel diary entry with a more gentle tone.
0.026913349,./gpt_bigram.csv,Improve the essay as if I carefully opened her eyes.
0.026916476,./gpt_bigram.csv,Revamp the text as if describing empathy according to the Encyclopedia Britannica.
0.026941719,./gpt_bigram.csv,"Revise this a little, then."
0.026942005,./gpt_bigram.csv,Edit this article to adhere to.
0.026954126,./gpt_bigram.csv,Improve the essay by removing the passive voice.
0.02703466,./gpt_bigram.csv,Transform this content into a critique by Eleanor M.
0.027041309,./gpt_bigram.csv,Revise the disclaimer of a letter by adding a touch of humor and whimsicality.
0.027119773,./gpt_bigram.csv,Revitalize a very critical argument.
0.027121054,./gpt_bigram.csv,Please enhance a guide on rewriting the section about the sea and its relation to flirtation.
0.027122809,./gpt_bigram.csv,Transform this text to focus on Teutonic language.
0.027127,./gpt_bigram.csv,"Revise this passage with ""Mrs."""
0.027145265,./gpt_bigram.csv,Rewrite a story by removing any unnecessary dialogue that detracts from the message.
0.027156768,./gpt_bigram.csv,"""Ramp up the emotions in the reader sincerely."""
0.027162254,./gpt_bigram.csv,Rewrite this using scents instead of colors.
0.027168043,./gpt_bigram.csv,Revise this discussion as much as possible.
0.027191713,./gpt_bigram.csv,Edit a speech at stake
0.027205342,./gpt_bigram.csv,Revise a conversation between us.
0.02722438,./gpt_bigram.csv,"Transform the text into a line of poetry; replacing each noun with a synonym and every verb with an antonym, to inject a sense of melancholy into the verse."
0.027291672,./gpt_bigram.csv,Revise this paraphrase by Ray Ellis and others.
0.02731779,./gpt_bigram.csv,"Rewrite this dystopian future in a more casual, conversational style."
0.02733257,./gpt_bigram.csv,"Redraft this as a transcript of ""Better Than a Headline: Lana Turner We Do Without""."
0.027349865,./gpt_bigram.csv,Rewrite the delicate flower.
0.027359888,./gpt_bigram.csv,Revise this natural phenomenon.
0.027362563,./gpt_bigram.csv,Revise the essay to stand out among his own.
0.027378771,./gpt_bigram.csv,Edit a critique for him.
0.027381362,./gpt_bigram.csv,Revise the essay as if it were a high-end fashion item.
0.027394753,./gpt_bigram.csv,Edit the text as if you were aware of the correct version.
0.027398244,./gpt_bigram.csv,Transform it into a more vibrant eco-conscious expression.
0.027407244,./gpt_bigram.csv,Modernize this sentence from a successful Project Gutenberg: 1.e.1.
0.02741434,./gpt_bigram.csv,Make it more impassioned.
0.027436692,./gpt_bigram.csv,Rewrite this with a more sinister undertone.
0.027442737,./gpt_bigram.csv,Edit the old sage's wisdom and knowledge to be refined.
0.027455695,./gpt_bigram.csv,Revamp this as a farewell note rewrite this as if it were in North Castle halfway.
0.027469635,./gpt_bigram.csv,Clarify the essay to make it read like a perfume advertisement.
0.027471723,./gpt_bigram.csv,Edit this as if you couldn't get any better.
0.027507827,./gpt_bigram.csv,Please improve the story from a settlement to the whiskey.
0.027539233,./gpt_bigram.csv,Convert this essay to include an extra 183.668 acres grace period and revise it for better clarity for publication.
0.027560057,./gpt_bigram.csv,Revise a fantasy novel with sincerity.
0.027571423,./gpt_bigram.csv,Revitalize the essay by incorporating the father's desires to explore.
0.02759631,./gpt_bigram.csv,Rewrite the essay from Finacune as a sage's wisdom by focusing on the element of air and the standing position near it.
0.027598333,./gpt_bigram.csv,Rewrite the essence and tone of a graffiti tag.
0.027620068,./gpt_bigram.csv,"Rewrite a text to minimize violence, transforming it into an ancient proverb."
0.02762944,./gpt_bigram.csv,"Please rewrite the text as a sincere plea for a woman who bravely shared her story, turning it into a powerful message of healing and growth despite the burden of keeping it hidden for so long."
0.02763412,./gpt_bigram.csv,Please rewrite the text to focus on the protagonist's transformation as she frees herself from the constraints of societal expectations and discovers her true desires shining through.
0.02764959,./gpt_bigram.csv,"Rewrite this as ""rephrase this as advice given by a mentor."""
0.027656594,./gpt_bigram.csv,Change it to be pretty.
0.027660687,./gpt_bigram.csv,Revise the elements of steampunk you provided using a more formal approach.
0.027661886,./gpt_bigram.csv,Change it to sound gritty.
0.027678957,./gpt_bigram.csv,Edit a distinctive dialect.
0.027689701,./gpt_bigram.csv,Transform the following text into a warm welcome into these challenging times:
0.027692428,./gpt_bigram.csv,Edit this text into a historical uprising explanation using cold language.
0.027694728,./gpt_bigram.csv,Revise the essay by incorporating a few vibrant descriptions in English before submitting it for feedback from your father.
0.027699951,./gpt_bigram.csv,Rewrite this as a guide for improving news broadcasts with a touch of superheroes and sophistication.
0.0277079,./gpt_bigram.csv,"Transform the text into a peace speech for a TED talk simply, like a little kid would ask."
0.027708473,./gpt_bigram.csv,Rewrite it quickly.
0.027711364,./gpt_bigram.csv,Revamp the essay from a cityscape filled with rhythmic sounds.
0.027712738,./gpt_bigram.csv,Revise a classic sonnet.
0.027749972,./gpt_bigram.csv,Improve a Shakespearean sonnet rewrite the _rewrite_.
0.027770488,./gpt_bigram.csv,Rewrite the text as a heartfelt eulogy.
0.027785614,./gpt_bigram.csv,Rewrite this text to make it seem like a wool manufacturing company in the current era.
0.027838701,./gpt_bigram.csv,"I believe you meant to say: ""Please improve this document for a Broadway show by rewriting the opening scene and sending it to me."""
0.02785512,./gpt_bigram.csv,Rewrite this as if you were closer; Thomas.
0.027865896,./gpt_bigram.csv,Rewrite the text by transforming the sentiment into a time that was visited early on.
0.027883165,./gpt_bigram.csv,Edit this text as a farewell note from a renowned thinker.
0.027921295,./gpt_bigram.csv,Transform a cryptic message from the essay as a letter from 522.544 tons to modernize the flag design to rewrite the horror of the end years.
0.027938692,./gpt_bigram.csv,Revise the text to portray a different character who received a ribbon.
0.027952624,./gpt_bigram.csv,Transform the text into a line from a skirmish where a taunt is not beloved by those gazing from the highest mountain peaks; then rewrite the effects
0.027968679,./gpt_bigram.csv,Rewrite this in the Celtic resurgence style.
0.027979698,./gpt_bigram.csv,Revise the essay to incorporate the insightful advice given by the wise trees without going off track.
0.027980452,./gpt_bigram.csv,Rewrite the old wise elder.
0.027984753,./gpt_bigram.csv,Rewrite the essay as a vintage travel guide tip.
0.027995331,./gpt_bigram.csv,Revise the essay to make it sound like you have composed a hymn for the room.
0.027997956,./gpt_bigram.csv,Transform the text into a first-person narrative of an elderly gentleman's perspective by rephrasing each idea.
0.028014824,./gpt_bigram.csv,Revise a traveler's story significantly while maintaining its essence.
0.028051795,./gpt_bigram.csv,"Change this to ""treat this as a prayer; and be bold in recognizing any mistakes in the medium and approach it with curiosity, like listening with wide-eyed wonder to a poem that speaks about her."""
0.028069548,./gpt_bigram.csv,Revise the essay into a series of debate-style arguments.
0.028091518,./gpt_bigram.csv,Redraft a series of his right words using 'thou'.
0.028109854,./gpt_bigram.csv,Paraphrase it with as little change as possible.
0.028121423,./gpt_bigram.csv,Rewrite this text so that my readers can find love in him.
0.028145576,./gpt_bigram.csv,Change this to a declaration.
0.028156215,./gpt_bigram.csv,Rewrite the characters with a respectful attitude in the story.
0.028160604,./gpt_bigram.csv,"Revise the disclaimer for the original plot of ""Whispering Pines"" to enhance clarity and effectiveness."
0.028178213,./gpt_bigram.csv,Modify this text as finance was whispered.
0.028182939,./gpt_bigram.csv,"Reimagine the essay on natural phenomena as urban streets, transforming the text into a celebration of morality."
0.028188279,./gpt_bigram.csv,Rewrite this essay like a line from Laramie Plain.
0.028192462,./gpt_bigram.csv,Transform the given text into a principled citation.
0.028206969,./gpt_bigram.csv,Revise this analysis with specific and convincing details.
0.02822936,./gpt_bigram.csv,Revise a proposal in diplomacy to be as compelling as a sizzling recommendation.
0.028244078,./gpt_bigram.csv,Please modify this. Make it as a strong motivational monologue from Scotland.
0.028259866,./gpt_bigram.csv,Please rephrase this meme about the captivating power of their words.
0.028305132,./gpt_bigram.csv,"Revise this essay into a third-person perspective, eliminating any informal language."
0.028310388,./gpt_bigram.csv,Rewrite this love letter into a clear and modern slang style.
0.028316876,./gpt_bigram.csv,"Transform the text to: ""Update the essay to include Peterhead by incorporating it through a memorandum as part of the peace series."""
0.028323472,./gpt_bigram.csv,"Edit this as ""Dear sages, wisdom to attach."""
0.028334267,./gpt_bigram.csv,Rewrite a diary entry in the style of banter to enhance the narrative of the day.
0.028366238,./gpt_bigram.csv,"Please revise the sentence to: ""It was a wise elder, please read."""
0.02837956,./gpt_bigram.csv,Rewrite it in a noir tone.
0.028379673,./gpt_bigram.csv,Revise the original publication: London: Rekindle her inner spark.
0.028384358,./gpt_bigram.csv,Transform a discussion to be written in Victorian style.
0.028384913,./gpt_bigram.csv,"Paraphrase the text quickly, as if delivering a Fourth of July speech."
0.028417522,./gpt_bigram.csv,Transform the text into advice given by a teacher.
0.028441103,./gpt_bigram.csv,Transform it into a darker tone.
0.028441548,./gpt_bigram.csv,Rewrite this as if it were a more high-end coach.
0.028446274,./gpt_bigram.csv,Revamp this topic to make it more general in terms of humanity.
0.028452316,./gpt_bigram.csv,Rewrite the text to include the man with sparkling teeth.
0.02846593,./gpt_bigram.csv,Revise this in a stern manner.
0.028473204,./gpt_bigram.csv,Revise the Tang poetry to make it more magnificent.
0.028476179,./gpt_bigram.csv,"Rewrite this as a wise elder.

Certainly, rewrite this as if spoken by an elder with wisdom."
0.028500669,./gpt_bigram.csv,Change a small detail.
0.02850115,./gpt_bigram.csv,"Paraphrase ""Turn a phrase from a much more valuable lesson into the language that fills his slender volume and transform it into a dense thicketed slope of passionate crimson."""
0.028508518,./gpt_bigram.csv,Rewrite this as if it were written by an Englishman.
