,score,file,rewrite_prompt,id,original_text,category
305,0.02837956,./gpt_bigram.csv,Rewrite it in a noir tone.,306,"I should only be able to stay there about two months or a little more, and then have go into house. know very respectable place, where they most superior class of people, take you for four guineas week no extras. Of course the doctor's extra, but that's all. A friend mine went",fiction
306,0.028379673,./gpt_bigram.csv,Revise the original publication: London: Rekindle her inner spark.,307,"Korpus Ochrony Pogranicza, KOP) was a Polish military formation that created in 1924 to defend the country's eastern borders against armed Soviet incursions and local bandits. Other were under jurisdiction of separate, regular Border Guard state security agency. Though corps part Army, it commanded directly by Ministry Internal Affairs",facts
307,0.028384358,./gpt_bigram.csv,Transform a discussion to be written in Victorian style.,308,"DON'T want to participate to >have to take part. What other reason is there for an organized ""moment >of silence""? A ""moment of silence"" doesn't mean much unless *everyone* participates. Otherwise it's DON'T want to participate to >have to take part. What other reason is there for an organized ""moment >of silence""? A ""moment of silence"" doesn't mean much unless *everyone* participates. Otherwise it's not silent, now is it? Non-religious reasons for having a ""moment of silence"" for a dead classmate: (1) to comfort the friends by showing respect to the deceased , (2) to give the classmates a moment to grieve together, (3) to give the",emails
308,0.028384913,./gpt_bigram.csv,"Paraphrase the text quickly, as if delivering a Fourth of July speech.",309,Project Gutenberg-tm works unless you comply with paragraph 1.E.8 or 1.E.9. 1.E.8. You may charge a reasonable fee for copies of providing access to distributing electronic provided that - pay royalty 20% the gross profits derive from use calculated using method already calculate your applicable taxes. The is owed owner,novel
309,0.028417522,./gpt_bigram.csv,Transform the text into advice given by a teacher.,310,"Dunstan have the money to the fact that Dunstan had a hold on him which he had been unable to shake off, and how he would work up his father to expect something very bad before he told him the fact. The old Squire was an implacable man: he made resolutions in violent anger, and he was not to be moved from them after his anger had subsided--as fiery volcanic matters cool and harden into rock.",fiction
310,0.028441103,./gpt_bigram.csv,Transform it into a darker tone.,311,"One question that Ardent likes to ask their entrepreneurs is, ""What have you given up to come and do this?"" Tee shared how, ""This shows how much stake they're putting in and how far the entrepreneur is One question that Ardent likes to ask their entrepreneurs is, ""What have you given up to come and do this?"" Tee shared how, ""This shows how much stake they're putting in and how far the entrepreneur is willing to go."" Finally, the last thing Tee looks for is thoughtfulness. She likes to see how you arrive at your decisions because this assures her that they can have constructive discussions on how the business should go.",news
311,0.028441548,./gpt_bigram.csv,Rewrite this as if it were a more high-end coach.,312,"And I forgot, as I have just said, that when the house of life is thus thrown open, there may enter in that for which we have no name, and human flesh may become the And I forgot, as I have just said, that when the house of life is thus thrown open, there may enter in that for which we have no name, and human flesh may become the veil of a horror one dare not express. I played with energies which I did not understand, you have seen the ending of it. Helen Vaughan",novel
312,0.028446274,./gpt_bigram.csv,Revamp this topic to make it more general in terms of humanity.,313,"June 30th: Univ. Dortmund, D-44221 Dortmund From: vallot@chine.ilog.fr (Joseph Vallot) Subject: Re: XV 3.00 has escaped! Reply-To: vallot@chine.ilog.fr (Joseph Vallot) Organization: ILOG S.A., Gentilly, France Lines: 20 In article <123645@netnews.upenn.edu>, bradley@grip.cis.upenn.edu (John Bradley) writes: |> From: bradley@grip.cis.upenn.edu (John Bradley) |> Subject: XV 3.00 has escaped! |> Date: 28 Apr 93 01:27:46 GMT |> |> No, not another false alarm, not a ""It'll certainly be done by *next* week"" |> message... No, this is the real thing. I repeat, this is",emails
313,0.028452316,./gpt_bigram.csv,Rewrite the text to include the man with sparkling teeth.,314,"Hopkins portrays Odin in the 2011 superhero feature film, Thor, and reprised his role 2013 sequel, Thor: The Dark World, while he is set to reprise upcoming 2017 Ragnarok. Chapter may refer to: (books), a main division of piece writing or document",facts
314,0.02846593,./gpt_bigram.csv,Revise this in a stern manner.,315,"Star Trek. Models of the original Enterprise and a Klingon D-7 ship are on display in Smithsonian National Air Space Museum. Brigadier Siddiq Salik (Urdu: Ø¨Ø±Ú¯ÛÚÛØ± ØµØ¯ÛÙ Ø³Ø§ÙÚ©; September 6 1935â August 17 1988), SI(M), was one-star rank army general Pakistan Army, combat artist, humorist, novelist, memoirist. He is known for his role as Director-General Inter-Services",facts
315,0.028473204,./gpt_bigram.csv,Revise the Tang poetry to make it more magnificent.,316,The Pioneer Valley Transit Authority (PVTA) oversees and coordinates public transportation in the of Western Massachusetts. Currently PVTA offers fixed-route bus service as well paratransit for elderly disabled. was created by Chapter 161B Massachusetts General Laws 1974.,facts
316,0.028476179,./gpt_bigram.csv,"Rewrite this as a wise elder.

Certainly, rewrite this as if spoken by an elder with wisdom.",317,"Arabs against the Israelis and any other such oppressive regimes (Iraq etc.) > BTW, I couldn't care less for what Andi Beyer appreciates. Well actually now that you mentioned here are a few things I appreciate: 1. Politeness 2. Stimulating conversation 3. A red rose 4. New York in june and a good Gerschwinn tune 5. A chocalate Sundae 6. Really angry out of controll funny people If you need the Arabs against the Israelis and any other such oppressive regimes (Iraq etc.) > BTW, I couldn't care less for what Andi Beyer appreciates. Well actually now that you mentioned here are a few things",emails
317,0.028500669,./gpt_bigram.csv,Change a small detail.,318,"October 1982) was an Italian Cardinal of the Roman Catholic Church. He served as Archbishop of Florence from 1977 until his death, and was elevated to the cardinalate in 1977. William Mackenzie, McKenzie or MacKenzie may October 1982) was an Italian Cardinal of the Roman Catholic Church. He served as Archbishop of Florence from 1977 until his death, and was elevated to the cardinalate in 1977. William Mackenzie, McKenzie or MacKenzie may refer to: Rentokil Initial (LSE: RTO) is a British business services group. It is listed on the London Stock Exchange and is a constituent of the FTSE 100 Index. Twelfth Night is a festival in some branches of Christianity marking the coming",facts
318,0.02850115,./gpt_bigram.csv,"Paraphrase ""Turn a phrase from a much more valuable lesson into the language that fills his slender volume and transform it into a dense thicketed slope of passionate crimson.""",319,"England, and London, the Tower. The vision disturbed me less than once it would have done. Men that I knew trusted were to be passengers on ship, as well one did not trust. And if, at journey's end, saw Tower, also his Grace of Buckingham. Where hated he hated, was now powerful enough strike.",fiction
319,0.028508518,./gpt_bigram.csv,Rewrite this as if it were written by an Englishman.,320,"Orlando was re-released for screening in select cinemas August 2010. Frank William Taussig (December 28, 1859 â November 11, 1940) an American economist and educator. is credited with creating the foundations of modern trade theory. James Albertus Tawney (January 3, 1855 June 12, 1919) blacksmith, machinist U.S. politician a member United States House Representatives from Minnesota. He first",facts
320,0.02850945,./gpt_bigram.csv,Rewrite this article about modern relationships.,321,"U.S. military's ""manhunters,"" aka Joint Special Operations Command, or JSOC. They are considered the crÃÂ¨me de la among America's ever-larger crew of forces, now at almost 70,000 and growing. Thomas is reportedly slated to take over SOCOM, so head up that massive secret military cocooned inside military. To put its ranks",news
321,0.028525673,./gpt_bigram.csv,Revitalize it so that you feel it.,322,"We may land him,"" he repeated. ""Engaged!"" gasped Mrs. Vanderpool. Zora quietly closed the door. _Twenty-seven_ THE VISION OF ZORA How Zora found the little church she never knew; but somehow, in the long dark wanderings which We may land him,"" he repeated. ""Engaged!"" gasped Mrs. Vanderpool. Zora quietly closed the door. _Twenty-seven_ THE VISION OF ZORA How Zora found the little church she never knew; but somehow, in the long dark wanderings which she had fallen into the habit of taking at nightfall, she stood one evening before it. It looked warm, and she was cold. It was full of her people, and she was very, very lonely. She sat in",fiction
322,0.028530017,./gpt_bigram.csv,Revise this idea as if it were a quote by Thomas Jefferson or an essay by Charles Dickens.,323,"University Lines: 51 ecaxron@ariel.lerc.nasa.gov (Ron Graham) writes: >I hesitate to make assumptions about other people when they write, but >neither of you two *sound* as though you have kids, and you may not have >spouses either. I wonder why you say that? I don't see why having a spouse and/or kids would have anything to do with it. It might if you brought your kids to University Lines: 51 ecaxron@ariel.lerc.nasa.gov (Ron Graham) writes: >I hesitate to make assumptions about other people when they write, but >neither of you two *sound* as though you have kids, and you may not have >spouses either. I wonder",emails
323,0.028537394,./gpt_bigram.csv,"Transform it to ""It should be a poem for a poetry slam.""",324,"Golden Treasury and be a Princeton slicker.â âWhy decide?â suggested Kerry. âBetter drift, like me. I'm going to sail into prominence on Burne's coat-tails.â âI can't drift--I want interested. I pull strings, even for somebody else, or Princetonian chairman Triangle president. admired, Kerry.â âYou're thinking too much about yourself.â Amory sat up at this. âNo. you,",fiction
324,0.028542334,./gpt_bigram.csv,"Revamp the passage with more sophisticated vocabulary, rewriting the icy tundras and treacherous terrain below.",325,"If he earned forty shillings kept ten; from thirty-five five; thirty-two four; twenty-eight three; twenty-four two; twenty one-and-six; eighteen a shilling; sixteen sixpence. He never saved penny, and gave his wife no opportunity of saving; instead, she had occasionally to pay",fiction
325,0.028550796,./gpt_bigram.csv,Ameliorate a classic character -- reflect the text.,326,"Ye are Gods, and behold, ye shall die, the waves be upon you at last. In darkness of time, in deeps years, changes things, sleep as a slain man sleeps, world forget for kings. Though feet thine high priests tread where thy lords our forefathers trod,",poetry
326,0.028554875,./gpt_bigram.csv,Transform the concluding section about the king's torment into a more formal tone by incorporating references to the sequence of vivid memories.,327,Tuesday.~EU ministers in Brussels to prepare a summit with British Prime Minister Theresa May on Thursday voiced frustration after the speaker of Parliament threw up new obstacle for her plan get Brexit deal ratified before March 29 deadline.~This could be due conflict your ad-blocking or security software.~Please add japantimes.co.jp and piano.io,news
327,0.028598722,./gpt_bigram.csv,"Enhance the style by using ""thou.""",328,"In all cases conflicts are listed by total deaths, including subconflicts (specified below). Manhunter: New York is a post-apocalyptic adventure game designed by Barry Murry, Dave Murry and Dee Dee Murry of Evryware and published in 1988 by Sierra On-Line. In all cases conflicts are listed by total deaths, including subconflicts (specified below). Manhunter: New York is a post-apocalyptic adventure game designed by Barry Murry, Dave Murry and Dee Dee Murry of Evryware and published in 1988 by Sierra On-Line. A sequel, Manhunter 2: San Francisco, was released the next year in 1989. Oceanus is a god in ancient Greek mythology.",facts
328,0.028601477,./gpt_bigram.csv,"Rewrite this as: ""Write a humorous newspaper article about chairs having genetic mutations similar to those found in a character customization menu. Revamp this into a letter discussing the role of molecules.""",329,"It seemed the best scheme; and yet it was not so good but that many of them wanted a better. Emma said would be awkward; Mrs. Weston in distress about supper; Mr. Woodhouse opposed earnestly, on score health. made him very unhappy, indeed, could persevered in. âOh! no,â",fiction
329,0.028618548,./gpt_bigram.csv,"Please rewrite the story to be more concise and focused, using a set of twelve supporting points.",330,"Sagittarius ""A"" the origins is whence we came forth among eons. Clearly elucidating my purpose I'm compelled to contribute source. Embolden over passage of light years, retrograde first horizon, I am vim event horizon. No longer contemplate origins. Privilege know root",poetry
330,0.028631607,./gpt_bigram.csv,"Please rewrite ""Redesign this as a fairy tale and give it a touch of magic. Rewrite the story Tillie created when she was a child for the essay assignment.""",331,"HP 9000-700 24 plane DirectColor server (with the obviously neccessary change), both running X11R4. On client side, I have tried with X11R4 Xlib on and DECstation, X11R3 DECstation. All combinations gave BadMatch error CreateWindow request. As far as can tell from",emails
331,0.028638681,./gpt_bigram.csv,Revitalize this as if it was not written in the present but instead originated from a vintage postcard from a bygone era.,332,I like right now either I really do like to flirt I just wish things would go farther with one person in particular So I got paid today and I went shopping I got three pairs of pants a collared shirt and a pair of Kangaroos for dollars Woo I m a bargain hunter what can I say I m excited and can t wait to wear my Kangaroos I am not writing in this enough I m having,Blogs
332,0.028647372,./gpt_bigram.csv,Transform this passage into a cheerful tone. Rewrite it as a series of poetry that celebrates the beauty of the unprotected comments.,333,"Persian fire worshippers, the white forked flame being held the holiest on the altar; and in the Greek mythologies, Great Jove himself being made incarnate in a snow-white bull; and though to the noble Iroquois, the midwinter sacrifice of the sacred White Dog was by far the holiest festival of their theology, that spotless, faithful creature being held the purest envoy they could send to the Great Spirit with the annual tidings of their",novel
333,0.028651152,./gpt_bigram.csv,Edit this as *handel by a letter indicates bold*,334,"English biochemist who was awarded the Nobel Prize in Physiology or Medicine in 1929, with Christiaan Eijkman, for the discovery of vitamins, even though Casimir Funk, a Polish biochemist, is widely credited with discovering vitamins. He also discovered the amino acid tryptophan, in 1901. He was President of the Royal Society from 1930 to 1935. The Pistol Nebula English biochemist who was awarded the Nobel Prize in Physiology or Medicine in 1929, with Christiaan Eijkman, for the discovery of vitamins, even though Casimir Funk, a Polish biochemist, is widely credited with discovering vitamins. He also",facts
334,0.028669672,./gpt_bigram.csv,Redraft this as if it were a moral or an iron.,335,"First Part of this great as well accurate history, in the last chapter thereof. So they resolved to pay him a visit and test improvement his condition, although thought it almost impossible that there could be any; agreed not touch upon any point connected with knight-errantry",novel
335,0.028677672,./gpt_bigram.csv,Reframe this text into a heartfelt plea that is still filled with the warmth of the Waldorf.,336,"The walkway extends from the Cape Foulwind Road to Tauranga Bay. Starting endemic Hector's Dolphins, several dolphin species including Orcas, Killer Whales can be observed around area. Though still in very small numbers, whales such as Southern Right are started making slow comebacks well. A large cement works is located close cape, taking advantage of abundant limestone, sand and clay immediate area, plus nearby coal mines. In lee",facts
336,0.028677842,./gpt_bigram.csv,"Rewrite this text in a style that resembles a press release from Routledge: ""The church handed over the story in a press release dated April, requesting payment for your improvements.""",337,"More than 850,000 recruits nationwide marked their first day of work Monday in an improving job market stemming from economic growth and the looming massive retirement of baby boomers.~Many of More than 850,000 recruits nationwide marked their first day of work Monday in an improving job market stemming from economic growth and the looming massive retirement of baby boomers.~Many of them attended initiation ceremonies held by their employers Ã¢â¬â companies and the central and local governments Ã¢â¬â on the first business day of fiscal 2007.~This could be due to a conflict with your ad-blocking or security software.~Please add japantimes.co.jp and piano.io to your",news
337,0.028692184,./gpt_bigram.csv,Transform a poem by revising the perspective and focusing more on intimate emotions and personal experiences.,338,"With this massive capacity, Iran could make the fuel for an entire nuclear arsenal and in a matter of weeks, once it makes that decision. My longtime friend, John Kerry, secretary state, confirmed last week legitimately possess centrifuge capacity when",news
338,0.028693516,./gpt_bigram.csv,Revise this piece about roses.,339,"The Challenge 1932 was the third FAI International Tourist Plane Competition (French: Challenge International de Tourisme), that took place between 12 and August 28, 1932 in Berlin, Germany. The four Challenges, from 1929 to 1934, were major aviation events in pre-war Europe. Nebe is a German surname. Notable people with the surname include: Arthur Nebe (1894â1945), German SS general The Challenge 1932 was the third FAI International Tourist Plane Competition (French: Challenge International de Tourisme), that took place between 12 and August 28, 1932 in Berlin, Germany. The four Challenges, from 1929 to 1934, were",facts
339,0.028699229,./gpt_bigram.csv,Rewrite the text as a poem in the style of Scottish ballads.,340,"VENERAs. For the time, however, Soviet probes maintained that distinction. Radar imaging was not only ability of Bolted next to POLYUS V radar antenna were Omega altimeter and Fourier infrared spectrometer, latter for measuring world's temperatures. The majority areas covered registered about five hundred degrees Celsius (932 Fahrenheit), but a few locations two",emails
340,0.028703503,./gpt_bigram.csv,Revamp it to a fantasy theme and reimagine this with a lighter tone.,341,"The challenge was simple, yet powerful. Review your bank account and see where the majority of money is spent, wherever you spend most heart is. As I scanned through my statements in awe. According to love with grocery store. My husband were both fitness fanatics at time so weren't overweight by any means but we",news
341,0.028705955,./gpt_bigram.csv,"Edit this text to be more intriguing and enigmatic, hinting at a hunger for current events incited by spies.",342,"Formula One motor race held at the Brands Hatch Circuit on 20 July 1968. It was 7 of 12 in both 1968 World Championship Drivers and International Cup for Manufacturers. The 80-lap won by Jo Siffert, his first victory, victory a Swiss driver. Christopher ""Chris"" Henderson (born December 11, 1970 Edmonds, Washington) is",facts
342,0.02871033,./gpt_bigram.csv,Clarify it to a captivating recommendation.,343,"Osuna."" To which Sancho, glowing all over with rage, returned, ""Then let Doctor Pedro Recio de Malaguero, native of Tirteafuera, a place that's on the right-hand side as we go from Caracuel to Almodovar del Campo, graduate of Osuna."" To which Sancho, glowing all over with rage, returned, ""Then let Doctor Pedro Recio de Malaguero, native of Tirteafuera, a place that's on the right-hand side as we go from Caracuel to Almodovar del Campo, graduate of Osuna, get out of my presence at once; or I swear by",novel
343,0.02871042,./gpt_bigram.csv,Revise a speech by replacing the banal and insipid.,344,"Wall of the Farmers-General; the gate was built between 1784 and 1788 and demolished after 1859. The gate was named after a village that was annexed by Paris in 1860 and was named after a chapel to Saint Genevieve built in the 6th century. There is a connection to Gare du Nord through a tunnel between the metro station and the RER station. Samuel Ashe (March 24, 1725 â February 3, 1813) was the ninth Governor of the U.S.",facts
344,0.028710585,./gpt_bigram.csv,Revise the protagonist.,345,"Oh dear, I forgot, it is constantly melting on its spot.... Photography and Design by Sylvia Frances Chan at FriulÂ´s Â© Copyright Protected AD. Monday the 23rd April 2018 @ 9.30 hrs A.M. West-European Time Added Note: Congratulations, Lody, ex-spouse of Rina, do not be sad, today IS your BirthDAY, many GodÂ´s blessings upon you happy returns",poetry
345,0.02872108,./gpt_bigram.csv,Please modify this perspective.,346,"I have been following the latest uproar from the violence at Trump's rallies, it would seem that this description fits Trump to a T for Trump. For example, there has always been something fantastic about Trump's campaign, which some believed he started as a kind of I have been following the latest uproar from the violence at Trump's rallies, it would seem that this description fits Trump to a T for Trump. For example, there has always been something fantastic about Trump's campaign, which some believed he started as a kind of entertainment to build his brand. As a result, for several months, other politicians and the media didn't take him seriously, so he",news
346,0.028726498,./gpt_bigram.csv,Revise the official version of the speech for the sun.,347,"Commonly, the drum makes one revolution per day, week, or month and rotation rate can often be selected by user. MEMS barometers. Microelectromechanical systems (or MEMS) barometers are extremely small devices between 1 100 micrometres in size (0.001 to 0.1Â mm). They created via photolithography photochemical",facts
347,0.028748961,./gpt_bigram.csv,Rewrite the story from the text as if the main focus is on the key provider of service level agreements.,348,"Even though I walk in the dark valley I fear no evil; for you are at my side. The Lord is my shepherd; there is nothing I shall want. They stand the test of time in fields of gold, considered Even though I walk in the dark valley I fear no evil; for you are at my side. The Lord is my shepherd; there is nothing I shall want. They stand the test of time in fields of gold, considered best when husks have ripened fine for cutting wheat then too should corn be told, whilst autumn tends the scorn before this sign? Considered best when husks hath ripened fine that harvest trusts the sun for the per cent whilst",poetry
348,0.028754268,./gpt_bigram.csv,Redesign a molecule as a dialogue between a byproduct of pine and furan and impact of mawkishness.,349,"I and my wife stood amazed. Then realised that the crest of Maybury Hill must be within range Martians' Heat-Ray now college was cleared out way. At gripped wife's arm, without ceremony ran her into road. fetched servant, telling would go upstairs myself for box she clamouring for. ""We can't possibly",fiction
349,0.028786125,./gpt_bigram.csv,Transform the essay into a luxury brand tagline.,350,"Howe, keyboardist Rick Wakeman, and drummer Bill Bruford, who invited Tony Levin to play bass. The group released their sole studio album, Anderson Bruford Wakeman Howe, in June 1989 which reached number 14 in the UK and number 30 in the US. Their 1989â90 world tour was well-received and spawned two live albums, An Evening of Yes Howe, keyboardist Rick Wakeman, and drummer Bill Bruford, who invited Tony Levin to play bass. The group released their sole studio album, Anderson Bruford Wakeman Howe, in June 1989 which reached number 14 in the UK and number 30 in the",facts
350,0.02881066,./gpt_bigram.csv,Revise this text to a letter to the pianist and the tree of life.,351,"This doctrine was also used by the European Court of Human Rights in GÃ¤fgen v. Germany. In certain cases continental countries have similar laws (e.g. torture), while itself is generally not known. Illegally obtained evidence courts to ensure that judgment factually correct, however person obtaining illegal typically faces independent consequences. Spalding an unincorporated community Nez Perce County, Idaho,",facts
351,0.028811837,./gpt_bigram.csv,"Please rewrite the essay in a more abstract manner, likening it to how the universe would describe the passage of time as an hour.",352,"This could be true if they were killed before Hildagun married HjÃ¶rvard the Ylfing. This suggests he was involved in a civil war with Hogne, Granmer, and HjÃ¶rvard, and him possibly being allied with This could be true if they were killed before Hildagun married HjÃ¶rvard the Ylfing. This suggests he was involved in a civil war with Hogne, Granmer, and HjÃ¶rvard, and him possibly being allied with Ingjald who was reported to kill Granmer and HjÃ¶rvard. Helgi was later killed by Dag another son of Hogne unnamed by Snorri. Dag could be Hildur as Bragi was killed by Helgi, this is unclear. More unclear is Hothbrod trying to marry Sigrun daughter of",facts
352,0.028825738,./gpt_bigram.csv,Transform the text into a jazz song.,353,"My treatment of you was thoughtless, inexcusable, wicked! I shall eternally regret it. If there had been anything could have done to make amends would most gladly it -- nothing on earth so longed do as repair the error. But that not possible."" ""Don't blame yourself were far in wrong suppose. Bathsheba, suppose real complete proof are",fiction
353,0.028831305,./gpt_bigram.csv,Simplify the language.,354,"In 1564 several of his compositions were published in Milan; two works from this book included many years later the English manuscript known as Dow Partbooks. 1572 he became maestro di cappella at Pistoia, and then Milan again; for final job had a similar employment cathedral Sacile, where died 1587. Abortion Rights is new name Law Reform Association. It",facts
354,0.02883349,./gpt_bigram.csv,Rewrite this as savage.,355,"I instantly formed a plan of meeting them in London, and, by revealing the whole dreadful story, convincing this irritated parent that he had nothing more to apprehend from his daughter's unfortunate choice. My mother consented, and gave me a letter to prove the truth of my assertions. As I could but ill I instantly formed a plan of meeting them in London, and, by revealing the whole dreadful story, convincing this irritated parent that he had nothing more to apprehend from his daughter's unfortunate choice. My mother",fiction
355,0.028835185,./gpt_bigram.csv,Revise the beginning of our current story by enhancing the character's dialogue through reading and emphasizing key plot points.,356,"Trinity College London was the first organization to offer examinations in music to external students in 1877. As of 2012, Trinity College London conducts around 600,000 assessments worldwide per year, as does the Associated Board of the Royal Schools of Music. Other examination boards based in the UK include the London College of Music; Victoria College of Music and Drama, the National College of Music and Rockschool. Many students who enter these exams have taken a course",facts
356,0.028861567,./gpt_bigram.csv,Transform this into a lobbying letter using current language and modern messaging techniques.,357,"Juley. Henry dined at The Bays, but he had engaged a bedroom in the principal hotel: he was one of those men who knew the principal hotel by instinct. After dinner he asked Margaret if she wouldn't care for a turn on the Parade. She accepted, and could not repress a little tremor; it would be her first real love scene. But as she put on her hat she burst out laughing. Love was so unlike",fiction
357,0.028876163,./gpt_bigram.csv,Rewrite this as if you were a mentor providing guidance.,358,"Not many minutes had elapsed, before a nun, entering in haste, enquired for the abbess, and was retiring, without recollecting Emily, when she made herself known, then learned, that mass going to be performed soul of sister Agnes, who been declining, some time, now believed dying. Of her sufferings gave",fiction
358,0.028876929,./gpt_bigram.csv,Revitalize the essay by reimagining it as a Beatles song.,359,"She then took a job cutting dress patterns for """"Vogue"""" magazine, but customers complained about her work and she was fired. Ruby's next as typist the Jerome H. Remick Music Company; reportedly enjoyed work, continuing ambition show business, sister finally gave up trying to dissuade her. Ziegfeld girl Broadway success. In 1923, few months before 16th birthday,",facts
359,0.028881582,./gpt_bigram.csv,Rewrite the text instead of asking me to store miles away in distant lands.,360,"CPU and a running computationally >> intensive job. > >It first depends on what an idle cpu is doing! >I'm not sure about DOS, but many multitasking OSs have loop like this >loop: there anything to do? YES -> do it; goto NO",emails
360,0.028884811,./gpt_bigram.csv,"Transform this into a young sapling by shaping it into a philosophical exploration about growth and resilience, mirroring the gradual progress of a letter being carefully unfolded.",361,"What we know of foot-rests, swivel-back chairs, dining-rooms for the girls, clean aprons and curling irons supplied free, a decent cloak room, were unthought of. The washrooms disagreeable, crude, if not foul places, whole atmosphere was sordid. Carrie looked about her, after she had drunk tinful water from bucket in one corner, place to sit",fiction
361,0.028885504,./gpt_bigram.csv,Revise the essay as if it were written by a small team.,362,"The album was preceded by the single ""Little Discourage"" in September 1999 (charting at 24), then shortly before release ""Actually It's Darkness"" charted at number 23. After the album's release, the band enjoyed further hits with ""These Wooden Ideas"" (32) and ""Roseability"" (38). The album was performed in full on 18 December 2008, with Woomble noting that he was ""looking forward to playing it again."" Manneville-la-Pipard is a commune in the Calvados department in the Normandy",facts
362,0.028890185,./gpt_bigram.csv,Revamp the essay to a classical sonnet.,363,"Magnets The New Siberian Islands (Russian: ÐÐ¾Ð²Ð¾ÑÐ¸Ð±Ð¸ÌÑÑÐºÐ¸Ðµ Ð¾ÑÑÑÐ¾Ð²Ð°, tr. Novosibirskiye Ostrova; Yakut: Ð¡Ð°Ò¥Ð° Ð¡Ð¸Ð±Ð¸Ð¸Ñ Ð°ÑÑÑÐ»Ð°ÑÐ°, Sanga Sibiir aryylara) are an archipelago in the Extreme North of Russia, to East coast between Laptev Sea and north Sakha (Yakutia) Republic. In signal theory,",facts
363,0.02889348,./gpt_bigram.csv,Transform the text into a straightforward narrative without any sugarcoating.,364,"Winston) Subject: Personal LW NTR serial hookup? Organization: University at Buffalo Lines: 8 News-Software: VAX/VMS VNEWS 1.41 Nntp-Posting-Host: ubvmsb.cc.buffalo.edu Can anyone tell me the procedure for hooking a Personal Laserwriter NTR serially to a mac? The documentation Winston) Subject: Personal LW NTR serial hookup? Organization: University at Buffalo Lines: 8 News-Software: VAX/VMS VNEWS 1.41 Nntp-Posting-Host: ubvmsb.cc.buffalo.edu Can anyone tell me the procedure for hooking a Personal Laserwriter NTR serially to a mac? The documentation says it can be done, but I'm not sure of the correct switch setting to use out of the given non-appletalk switch options. Also,",emails
364,0.028903369,./gpt_bigram.csv,Rewrite the text from the perspective of the winner talking about his successful journey to the West Coast.,365,"Hmmm. I seem to recall that the attraction of solid state record- >>players and radios in the 1960s wasn't better performance but lower >>per-unit cost than vacuum-tube systems. I'd buy that for two reasons. The tubes for TV's and radios (if you can still find them) are Hmmm. I seem to recall that the attraction of solid state record- >>players and radios in the 1960s wasn't better performance but lower >>per-unit cost than vacuum-tube systems. I'd buy that for two reasons. The tubes for TV's and radios (if you can still find them) are usually 3x or more expensive than comparable transistors. Also, ask any electric-guitar enthusiast which type of amp they prefer, and they'll tell you tube-type, since tubes have",emails
365,0.028907387,./gpt_bigram.csv,"Rewrite the peace speech in the essay by changing it four times to say ""you shall lay.""",366,"He felt that he was very lonely, and that he was afraid of the other people in the room. âHow damnable this all is!â he exclaimed abruptly. âWhat are you talking about?â she replied, rather vaguely, still looking out of the window. He resented this divided attention more than, perhaps, he knew, and he thought how Mary would soon be on her way to America. âMary,â he said, âI want to talk to you. Havenât we nearly done? Why donât",fiction
366,0.028911863,./gpt_bigram.csv,Revise the text to bring it closer to the original meaning by providing a workshop agenda for crafting moonstone jewelry.,367,"Sonoran Desert town of Vidal, California on the Colorado River, where they spent the cooler seasons. In the summer they retreated to Los Angeles, where Wyatt struck up relationships with some of the early cowboy actors, including William S. Hart and Tom Mix. Josephine Earp and her relationship to Wyatt became known after amateur historian Glenn Boyer published his book, I Married Wyatt Earp, based on a manuscript allegedly written in part by her. Boyer's book was considered a",facts
367,0.028912589,./gpt_bigram.csv,Please rewrite the letter to include a critique of societal dynamics.,368,"He was trusted by such men as Latorre, Moser and all that old lot. The only talent he showed really was his ability to elude the attentions of the police somehow. Here, for instance, he did not seem to He was trusted by such men as Latorre, Moser and all that old lot. The only talent he showed really was his ability to elude the attentions of the police somehow. Here, for instance, he did not seem to be looked after very closely. He was regularly married, you know. I suppose itâs with her money that he",fiction
368,0.028915528,./gpt_bigram.csv,Revitalize a beatnik poem.,369,"Home: (508) 881-6312, Work: (508) 490-6963, or michaelq@tlaloc.sw.stratus.com From: s238@cs.utexas.edu (Jeffrey Bob Berthiaume) Subject: 850 MB SCSI -- $800 Organization: CS Dept, University of Texas at Austin Lines: 7 NNTP-Posting-Host: earth.cs.utexas.edu Home: (508) 881-6312, Work: (508) 490-6963, or michaelq@tlaloc.sw.stratus.com From: s238@cs.utexas.edu (Jeffrey Bob Berthiaume) Subject: 850 MB SCSI -- $800 Organization: CS Dept, University of Texas at Austin Lines: 7 NNTP-Posting-Host: earth.cs.utexas.edu Keywords: SCSI, 850 MB A friend of mine would like to sell his 850 MB SCSI drive for $800 + S/H. It is a",emails
369,0.028918728,./gpt_bigram.csv,"""Reconfigure a heartfelt plea from the article as a series of columns and short prose.""",370,"She did not come down till tea-time, when she appeared in a becoming wrapper and a pale face; but she was quite recovered by supper, and the meal was very cheerful. After prayers she said she would go straight to bed, and she kissed Mrs. Carey. Then she turned to Philip. ""Good gracious!"" she cried. ""I was just going to kiss you too."" ""Why don't you?"" he said. She laughed and held out her hand. She distinctly",fiction
