score,file,original,rewrite_prompt,id
0.024904711,./bigram_generator.csv,Overhaul it into an ethic to the clink of the double the englishman who overhears everything after the essay as if the tea-things.,Revise the essay to include the perspectives of the Englishman who eavesdrops on conversations during afternoon tea.,99
0.024906432,./bigram_generator.csv,Revitalize this as wise old english.,"Revive this text in the manner of wise, ancient English.",100
0.024909116,./bigram_generator.csv,Rewrite the tigers and evocative manner.,Rewrite the text in a vivid and evocative way.,101
0.024940468,./bigram_generator.csv,Innovate upgrade a series of bringing what you can boast of the essay with the rural districts.,Revise and enhance an essay focusing on distinctive features of rural areas.,102
0.024949024,./bigram_generator.csv,Overhaul this as you are to have known poet laureate.,Rewrite this as if you were a renowned poet laureate.,103
0.024950814,./bigram_generator.csv,Reformulate a more direct and two in the story from an owl.,Transform a passage in the story from the perspective of an owl to be more concise and straightforward.,104
0.024951357,./bigram_generator.csv,Improve that the full afterward to find meaning behind him that he read by changing history and fun tone to be discovered.,Transform the entire text to a more serious and insightful tone in order to uncover the true meaning behind the words.,105
0.024956327,./bigram_generator.csv,Modernize a text in the essay about peters arm impulsively.,Update the essay about Peter's impulsive arm movement to a more contemporary style.,106
0.024983928,./bigram_generator.csv,Please rephrase this period of the form of investigative journalism rewrite so radiant light on human to be made.,Rewrite this piece of investigative journalism to shed light on the human experience.,107
0.02498734,./bigram_generator.csv,Revamp the preoccupation of the text as if it were a reality and carried on the truth about how they are in the neck and expenses.,Revise the focus of the text to reflect the reality and delve into the issue of their impact on the neck and finances.,108
0.02499578,./bigram_generator.csv,Revitalize this up the essay to change for a beatles reunion at a debt recovery letter of wan shou shan.,Revise this essay on the possibility of a Beatles reunion to fit the tone of a debt recovery letter from Wan Shou Shan.,109
0.024996195,./bigram_generator.csv,Edit a formal invitation to its foundations.,Revise the formal invitation to its core elements.,110
0.025018904,./bigram_generator.csv,Alter this norman style.,Rewrite this in Norman style.,111
0.025020925,./bigram_generator.csv,Renovate this into a gentle like a different from the text in whom she turned detective.,Transform this text into a poem about a detective searching for the truth.,112
0.02504345,./bigram_generator.csv,Amend a punctuation mark.,Change a punctuation mark.,113
0.02504725,./bigram_generator.csv,Amend a political commentary.,Revise a political commentary.,114
0.025092984,./bigram_generator.csv,Overhaul a sort of the struggle with sorrow now; there were fighting tooth for a renowned thinker turn this text as a policy statement.,Revise the passage about coping with grief to reflect the ideals of a respected philosopher in the form of a policy declaration.,115
0.025101295,./bigram_generator.csv,Reconstitute this text through all types of what england has been less loud.,Can you please rephrase this text by focusing on England's less prominent aspects?,116
0.025109895,./bigram_generator.csv,Transform this into a lot more about nature.,Transform this into a text focusing more on natural elements.,117
0.02513361,./bigram_generator.csv,Modernize it has been sponged clean white lodge of a symbol or jet li rewrite the first volume of the essay as if it were a sommeliers wine pairing.,Rewrite the first volume of the essay as if it were a sommelier's wine pairing.,118
0.0251848,./bigram_generator.csv,Revamp this text as a heartfelt country he had been standardized.,Revamp this text as a heartfelt story about a country singer who had been misunderstood.,119
0.025213908,./bigram_generator.csv,Revise this topic style it as if it a moral to drink.,Provide moral support and encouragement for the consumption of alcoholic beverages.,120
0.02522073,./bigram_generator.csv,Enhance it a philosophical musing on.,Enhance it with a philosophical musing.,121
0.025229504,./bigram_generator.csv,Rewrite the tigers and tone.,Rewrite the Tigers' story.,122
0.025229622,./bigram_generator.csv,Convey please retain this text into the figurative way there is situated near her interests in mrs.,Please transform this text figuratively to align closely with Mrs. interests.,123
0.025229666,./bigram_generator.csv,Renovate this as a luxury brand of the story with my text but im five.,Transform this text into a luxurious brand story with a childlike perspective.,124
0.025233693,./bigram_generator.csv,Convey please improve this into a series of the leisurely brush-strokes of nancys sincerity shocked her effort to be reached.,Please improve this by conveying the leisurely brush-strokes of Nancy's sincerity as her efforts to be authentic stand out.,125
0.025235975,./bigram_generator.csv,Revamp it a _banco_ or too well as a reimagine this as a lighter tone .,Revamp it to a fantasy theme and reimagine this with a lighter tone.,126
0.025236947,./bigram_generator.csv,Overhaul this sentence--a good god alive with a copy in a professor in a lively youngster.,Rewrite this sentence to make it meaningful: A lively youngster copied a good professor alive.,127
0.025255235,./bigram_generator.csv,Transform this text into a scientist rewrite the first person who was made this as clear as a ted talk.,"Transform this text into a scientist rewrite the first person who was made this as clear as a TED talk.

Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.",128
0.025258744,./bigram_generator.csv,Edit a line of a professional demeanor.,Revise the line to have a professional tone.,129
0.025264861,./bigram_generator.csv,Edit it as a little.,Edit it to be shorter.,130
0.025267677,./bigram_generator.csv,Improve this word of dispatches from people of the fragrance of the renaissance.,Revise these dispatches from individuals capturing the essence of the Renaissance.,131
0.025271073,./bigram_generator.csv,Improve please translate this through him shocked gasp.,"Please improve this translation: ""He gasped in shock.""",132
0.025305886,./bigram_generator.csv,Modify this text into an american consul at no great emotions rewrite this from a saga of the terms of the lead drug problem,Transform the text into an impersonal tone and focus on the saga of the predominant drug issue in the United States as an American consul with subdued emotions.,133
0.025315475,./bigram_generator.csv,Overhaul a dialogue between the pink ribbons and a line from the medieval period.,Rewrite a conversation between a group of pink ribbons and a character speaking in medieval English.,134
0.025320234,./bigram_generator.csv,Overhaul this as if it had scaled a news broadcasts from a guide for a touch with ways including superheros with a gentleman.,Rewrite this as a guide for improving news broadcasts with a touch of superheroes and sophistication.,135
0.025329078,./bigram_generator.csv,Please to be praised rewrite the passage into tenderloin.,Rewrite the passage to be more concise.,136
0.025336348,./bigram_generator.csv,Edit a line on ergonomics and color.,Edit a line on ergonomics and color.,137
0.025343778,./bigram_generator.csv,Enhance the text into an obstacle to stay without serious essay as a right round his valor of the county and.,Enhance the text by transforming it into a well-rounded essay highlighting the valor of the county and its obstacles.,138
0.025354784,./bigram_generator.csv,Revise this into an erudite searching soul.,Rewrite this in a sophisticated manner.,139
0.025361607,./bigram_generator.csv,Modify this into a distinguished and flirtation .,Transform this into a refined and flirtatious tone.,140
0.02537405,./bigram_generator.csv,Change it as a toast to the text as a partnership to the essay by eleanor m.,Rework the text to honor it as a collaboration resembling an essay by Eleanor M.,141
0.025374455,./bigram_generator.csv,Enhance it as if it was talking much harder.,Please amplify the intensity of the voice in the text.,142
0.025375478,./bigram_generator.csv,Modify this text as finacune whispered.,Modify this text as finance was whispered.,143
0.025384815,./bigram_generator.csv,Redesign this topic into the sight that appear in the tone of view of temper.,"""Rephrase this passage to reflect the perspective and mood of anger.""",144
0.025387196,./bigram_generator.csv,Enhance it as a legal document for the letter of cleve.= by a different terms and defended in a sermon in an ai poet laureate.,Enhance the legal document for the letter of clemency to be written in different terms and defended in a sermon by an AI poet laureate.,145
0.025408393,./bigram_generator.csv,Edit it into a formal diction and heaven of the noisy slurp.,Please revise the text to sound more formal and refine the wording.,146
0.025417905,./bigram_generator.csv,Clarify it more charming.,Make it more charming,147
0.025423056,./bigram_generator.csv,Edit this as endless of the new company printed and i am not past selves rewrite please improve a more direct and her hand was irritated.,"Edit this piece to make it more direct and eliminate any references to the previous company, and her hand showed signs of irritation.",148
0.025429597,./bigram_generator.csv,Alter this may we have in which at the land convert it as i have fought for more formal business travel brochure for a postcard from an epic poem.,Revise a paragraph from a casual travel brochure into a more formal business travel brochure while maintaining the same content and tone.,149
0.025443632,./bigram_generator.csv,Improve please describe this as a lecture by choosing how bravery can see.,Please describe how bravery can be seen as a lecture.,150
0.025471514,./bigram_generator.csv,Modernize a charter to the perspective of building.,Rewrite a charter from a modernized perspective focusing on construction and development.,151
0.02547364,./bigram_generator.csv,Revise this content as gentle remonstrance.,Rewrite this text in a more polite tone.,152
0.025486356,./bigram_generator.csv,Overhaul this one of rules for a memoir about the old sages wisdom to be principled.,Revise the guidelines for a memoir on ancient sage wisdom to focus on principles.,153
0.025499726,./bigram_generator.csv,Overhaul this as a poignant war correspondents report.,Rewrite this text as a poignant war correspondent's report.,154
0.025519073,./bigram_generator.csv,Revamp the essay from a sermon in consequence of the essay slangy terms of yarn.,Rewrite the essay by removing slang terms and replacing them with formal language.,155
0.025522161,./bigram_generator.csv,Modernize a peaceful exchange between the man to new bible and the first rain after hearing this into a potion to be more formal tone.,"Update the tranquil conversation between the man and the new Bible to resemble a more dignified discourse, akin to the initial rainfall following their encounter.",156
0.025553348,./bigram_generator.csv,Overhaul this explanation of a series to be incredibly wholesome with no commas or marred her right and a great printing centre of the story rewrite the story set in,"Transform the explanation of a series to be incredibly wholesome and rewrite the story set in a great, uplifting environment.",157
0.025563037,./bigram_generator.csv,Modify please convey the sun.,"Rewrite ""Please describe the sun.""",158
0.025572933,./bigram_generator.csv,Overhaul a critique of severely classical sonnet.,Revise a critique of a very traditional sonnet.,159
0.025600996,./bigram_generator.csv,Modify this as if it into a chill settled.,Transform this into a calm and relaxed vibe.,160
0.025606437,./bigram_generator.csv,Modify please describe this into an exquisite woman.,Please transform this description into an elegant woman.,161
0.025662899,./bigram_generator.csv,Amend a transcript of the trouble.,Revise the transcript of the interview to address any errors or inaccuracies.,162
0.025676532,./bigram_generator.csv,Modify please check the boundary line of the text but through their mode in india as a teachers advice.,Please provide feedback on the text layout in India following the guidelines given by teachers.,163
0.025704037,./bigram_generator.csv,Edit it more casual observer they can help.,Edit it to make it more understandable for casual observers so they can provide assistance.,164
0.025719194,./bigram_generator.csv,Revamp a conversation with quirky and expansion.,Rewrite a conversation with added humor and detail.,165
0.025721952,./bigram_generator.csv,Renovate this as regards cattle and noreen was wrinkled and the essay as a recipe.,Revise the text about cows where Noreen appears tired and turn the essay into a recipe.,166
0.025724865,./bigram_generator.csv,Transform the stability of love letter.,Transform the content of the love letter.,167
0.025733521,./bigram_generator.csv,Edit a reserve of the quaternary period by some more direct words.,Summarize a backup from the Quaternary era using simpler language.,168
0.025735253,./bigram_generator.csv,Reconstitute these ideas presented routledge had heard the essay that you for a lighter hue.,Rewrite the essay that you had heard presented by Routledge to convey a lighter tone.,169
0.025757752,./bigram_generator.csv,Edit a mystery to be praised write the innermost.,Rewrite a mystery to emphasize the innermost aspects.,170
0.025776256,./bigram_generator.csv,Revitalize it were a historical figure express this text into an art critique.,Revitalize it as if it were a historical figure and provide an art critique.,171
0.025777427,./bigram_generator.csv,Revitalize this as an easing of us felt it as this text as a scientists experiment.,Revise this text as if it were a scientific experiment.,172
0.025779163,./bigram_generator.csv,Amend a poetic descriptions suited for a natural course.,Transform a poetic description suitable for a natural setting.,173
0.025800398,./bigram_generator.csv,Renovate it abuts like the angry he exclaimed to add vivid and thine change it a different structure of vintage radio drama with unreliable narrator rewrite the text into an,Rewrite the text into a vintage radio drama structure with an unreliable narrator.,174
0.025807517,./bigram_generator.csv,Upgrade this as if it as if the center of the main character in the more details of mathematical equations or cause rewrite the _world-news_....,Upgrade the main character by incorporating more detailed mathematical equations or rewrite the world news.,175
0.025839915,./bigram_generator.csv,Tailor this as if it might have said at the essay from five large cones and bill straighten out the foundation.,Transform the essay by deleting five specific paragraphs and restructuring the introduction to enhance clarity and impact.,176
0.025841754,./bigram_generator.csv,Please transform this text as if all adjectives with me.,Please transform this text as if all adjectives were removed.,177
0.025857054,./bigram_generator.csv,Enhance a dialogue for you.,Enhance a dialogue for me.,178
0.025873892,./bigram_generator.csv,Revamp this as if it as a lecture by burton egbert stevenson.,Transform a lecture into the style of Burton Egbert Stevenson.,179
0.025878685,./bigram_generator.csv,Rephrase this as if it as a more first-class coach.,Rewrite this as if it were a more high-end coach.,180
0.0258798,./bigram_generator.csv,Revitalize this edit a night of these were a formal tone.,Revitalize this text into a formal tone.,181
0.025880523,./bigram_generator.csv,Edit this as a narrative as a while preserving the missionary.,Transform this to a narrative while maintaining the message.,182
0.02589234,./bigram_generator.csv,Change it as a scholarly.,Rewrite the text in an academic style.,183
0.025897224,./bigram_generator.csv,Reconstitute this text into a commendation to the essay as a cat rewrite my life on the dinnet deposits are really must know him--and that she insisted upon the deep,"Rewrite the essay about the cat's impact on my life as a profound exploration of the importance of understanding the significance of dinner deposits, highlighting her insistence on delving into the depths.",184
0.025905292,./bigram_generator.csv,Revitalize this as if he was trying to the text as a constant tension filled with objects from a large acreage.,Revise this text to convey a sense of continuous tension with elements scattered across a vast expanse.,185
0.025910525,./bigram_generator.csv,Improve it as a vintage war-time love letter.,Transform the text into a vintage war-time love letter.,186
0.025915409,./bigram_generator.csv,Improve please read this into a pacifist perspective rewrite the three times of mistaken for it.,Transform the text into a pacifist perspective. Rewrite it three times if necessary.,187
0.025921151,./bigram_generator.csv,Improve that king-torture of it doesn t ending in a series of memories of light so far more formal tone.,Transform the concluding section about the king's torment into a more formal tone by incorporating references to the sequence of vivid memories.,188
0.02596847,./bigram_generator.csv,Overhaul this as a text as a leather dropped them straight line from around magical realism short period.,Revise this text to transform it into a straight line of magical realism short story.,189
0.025976386,./bigram_generator.csv,Edit a proclamation by telford and the young.,Edit a proclamation by Telford and the Young.,190
0.025977146,./bigram_generator.csv,Improve a series of a civilization for more mystery rewrite the west whence they had elaborated the text as motivational speech.,Transform the text of a civilization series to add more intrigue without losing the motivational tone.,191
0.025992293,./bigram_generator.csv,Revamp a revelation to the children cared to the smallest motion sends them on enhancing descriptive language and body.,Rewrite a story for children by adding more vivid descriptions and details to bring the characters and setting to life.,192
0.02600951,./bigram_generator.csv,Please reframe this text into a revamp the schooldays when the wolves they are foreigners.,Reframe this text to revamp the story of when the wolves were foreigners during schooldays.,193
0.026010735,./bigram_generator.csv,Improve please believe the perspective of all a transcript of county and.,Please provide a transcript of the county council meeting for all to believe in the perspective presented.,194
0.026025068,./bigram_generator.csv,Overhaul this as a dialogue between the height of a wedding vow between a strategic war ii love letter.,Transform this into a dialogue between a soldier at war in WW II and a love letter exchanged between them.,195
