generation,score,sentence,color
14,0.6841815869162773,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.23951573365931111, 0.510574129329656, 0.9413534597263884)"
14,0.6840056277101055,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.23951573365931111, 0.510574129329656, 0.9413534597263884)"
15,0.6841815869162771,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.23951573365931111, 0.510574129329656, 0.9413534597263884)"
15,0.6840056277101056,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.23951573365931111, 0.510574129329656, 0.9413534597263884)"
0,0.6846446817197952,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.8333982668752823, 0.04216441910929736, 0.25781200491757095)"
0,0.6841815915447782,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.8333982668752823, 0.04216441910929736, 0.25781200491757095)"
0,0.6840056234768529,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.8333982668752823, 0.04216441910929736, 0.25781200491757095)"
1,0.6841815915447782,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.8333982668752823, 0.04216441910929736, 0.25781200491757095)"
1,0.6840056234768531,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.8333982668752823, 0.04216441910929736, 0.25781200491757095)"
1,0.6839891873906615,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.8333982668752823, 0.04216441910929736, 0.25781200491757095)"
2,0.6844113375577179,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.8333982668752823, 0.04216441910929736, 0.25781200491757095)"
2,0.6841815915447782,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.8333982668752823, 0.04216441910929736, 0.25781200491757095)"
2,0.6840056234768531,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.8333982668752823, 0.04216441910929736, 0.25781200491757095)"
3,0.6844113375577179,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.8333982668752823, 0.04216441910929736, 0.25781200491757095)"
3,0.6841815915447782,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.8333982668752823, 0.04216441910929736, 0.25781200491757095)"
3,0.6840056234768529,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.8333982668752823, 0.04216441910929736, 0.25781200491757095)"
4,0.6841815869162771,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.8333982668752823, 0.04216441910929736, 0.25781200491757095)"
4,0.6840056277101055,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.8333982668752823, 0.04216441910929736, 0.25781200491757095)"
0,0.6846446817197952,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
0,0.6841815915447782,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
0,0.6840056234768529,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
1,0.6841815915447783,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
1,0.6840056234768529,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
1,0.6839891873906616,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
2,0.6844113375577179,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
2,0.6841815915447782,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
2,0.6840056234768531,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
3,0.6844113375577179,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
3,0.6841815915447783,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
3,0.6840056234768532,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
4,0.6841815869162773,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
4,0.6840056277101055,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
5,0.6841815843669364,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
5,0.6840056273113345,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
6,0.6840056286728026,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
7,0.6840056277101056,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
8,0.6840056286728027,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
9,0.6840056286728029,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
10,0.6840056286728026,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
11,0.6840056286728026,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
12,0.6840056286728026,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
13,0.6840056286728027,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
14,0.6840056286728026,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
15,0.6840056286728027,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
16,0.6840056286728026,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
17,0.6840056286728027,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
18,0.6840056286728026,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.2533084180712901, 0.550858679819819, 0.5496765544992585)"
